zmin,zmax,N,zmean,zmean_ref,f_05,f_15,f_05_no_outliers,bias
0.2,2.0,58222.0,0.8823175062989658,0.8972399830818176,0.5695145568981993,0.8761061984606452,0.5872806555897121,-0.014922476782851857
