mean,sigma,skewness,kurtosis
4.312674614822754,2.370309092849766,-0.00046156624863954304,0.0003446863028215841
6.424031374178412,3.6228767004039923,-0.0008784138070233802,0.0003271954077268546
6.65498706330709,3.7993594726081596,-0.0011014284416925799,0.000334705329317897
7.479712807269607,4.209351528748357,-0.001108854391277822,0.00032230663101096013
11.56995464546253,6.522686961728766,-0.0016412585726002793,0.00042018661339060515
15.120586415147045,8.501146012484298,-0.0020756155730896064,0.0004858337587119177
15.774853763125066,8.893527288049995,-0.0020858177358961255,0.000605362028196943
12.17562577334138,6.955572941983348,-0.001719920371714985,0.00041400246808187546
6.690065065661656,3.8634021380892705,-0.0010889311815085734,0.00021492373953924115
4.719588840518554,2.2157753759131538,-0.00022256323107398834,0.0005201250298969562
8.742937324371269,4.425304149654323,-0.0006866431274600293,0.0005473020591784117
10.917089123166988,5.61183746909478,-0.001145019288213714,0.0006477324907876447
11.16291530224862,5.8091338316597785,-0.0013732163198512462,0.0005365827813084145
12.335306311488239,6.42430045718487,-0.0012600987480831938,0.0005199288695609816
16.678862058794948,8.89865740533861,-0.0019720215431081323,0.0005960974615180081
20.12532088356147,10.774905462557456,-0.0023461246851831374,0.0008840921179444905
20.544534309667142,11.085123584364226,-0.002358101666246157,0.0010394291153750235
16.8572746297923,9.029501045902293,-0.001901659800566051,0.0009380825282774286
11.333451499560397,5.998985167472426,-0.0012685774906338737,0.0004895016056036816
7.494923191250564,3.487602509319686,-0.000509427781471776,0.0006177734893069164
11.497976046844997,5.6989332309828455,-0.001045523933545997,0.0007689084551183445
13.7346983551206,6.917664281646239,-0.0012709433754453936,0.0006698897869001907
14.00788314474903,7.07047879764616,-0.0014821162484204634,0.0006197493045678737
15.345167090799805,7.855844629257945,-0.0016686601350959715,0.0007546290775441999
19.987089466977523,10.415766143345252,-0.0019159601822569192,0.000858177807423921
23.31140991441589,12.31774644187135,-0.0024844856335418594,0.0010818338088711688
23.61892137069026,12.543853992496281,-0.00266521473978433,0.0009910166601667658
19.65670000398859,10.424888208007644,-0.0024331533415132556,0.0007362717048651213
14.177750966949134,7.405343539993964,-0.0015469539816907532,0.0005356212136442551
9.142984528974011,4.322002851708135,-0.0007459087651235513,0.0007587311936525509
13.146526795105274,6.509568036570329,-0.0009460978060046518,0.0008644444447800659
15.394355242164238,7.741340223006773,-0.0013124643931404986,0.0007755194656391406
15.744318195552296,7.918317749075868,-0.0014439644632260398,0.000696807828324264
17.189175915146734,8.834866519783077,-0.001968629459680765,0.0005563446284064799
21.919012792387548,11.422728644777578,-0.0023140741002366655,0.0008607129100455246
25.22790940649702,13.270219502834777,-0.002728500549951794,0.001212557225240829
25.333326374614444,13.439646426126671,-0.0028750604047540484,0.00118245904392289
21.41364669511495,11.315334921864121,-0.002361781993491921,0.0009866354804439759
15.797210754716616,8.325632582193634,-0.00161830423211419,0.0005308657472962164
9.298731573369878,4.381243230905852,-0.0005381582795422266,0.0008401982989922896
13.241513170640246,6.566662736423325,-0.0011191280901176326,0.0007364575289741104
15.518950351691274,7.863784773344946,-0.0014697297075091237,0.0007757322930017629
15.902129456699186,8.05722649552962,-0.0016561363461666118,0.0007032348866500282
17.52018833904549,8.987230837253492,-0.0018620391246344445,0.0005198549263178975
22.275248209627534,11.61045843921596,-0.0022544875724237884,0.0008204706533785355
25.5540588369704,13.474041968148356,-0.0027966785976952097,0.000970196325043915
25.746841367548768,13.601161401897969,-0.002753328990148296,0.0012377497527917836
