  929.3492432    5.2324972    4.5085516    5.2326541    4.9087462    5.5622067    4.9603815
  931.2870483    5.8902116    5.5334387    5.9108748    5.5837789    6.1717029    5.7119713
  933.3417358    7.4367909    7.4012690    7.5356336    7.1800027    7.6328287    7.2776790
  935.3040771   10.0450287   10.2766733   10.1780005    9.8767157   10.1374931    9.9028187
  937.2557983   12.4087677   12.6457415   12.6374435   12.2932367   12.4337864   12.3725758
  939.2792358   15.1636343   15.2324352   15.2000589   15.0935068   15.2087927   15.3447809
  941.3598633   21.9323444   21.5650196   21.3227520   21.9703617   22.0725288   22.6254978
  943.4458008   35.2413864   33.3900719   32.5726128   35.5606346   35.7453613   37.0141182
  945.5079346   64.7466354   58.5579987   56.7632179   66.0410156   66.0191650   69.6615601
  947.5101318  130.8702393  120.9098969  115.2544785  136.1555023  130.8695068  143.0117188
  949.5077515  256.0448303  259.5437622  245.1163940  271.2350464  245.5344849  279.6529541
  951.4688721  431.4714355  469.1197205  451.0307617  459.6603394  400.1493225  463.4681702
  953.4376831  597.2080688  644.4024658  637.3114624  629.9205322  556.4895630  627.8275146
  955.3850708  681.6287231  711.4687500  712.9475098  703.0443115  653.8632812  696.7510986
  957.3592529  703.5070801  728.7078857  730.3843384  715.5838623  685.0243530  707.0693359
  959.3665771  701.9453735  730.1083374  730.2611694  711.9054565  684.6759644  702.9058838
  961.2637939  699.6875000  728.6345215  727.4047852  708.9619141  683.0754395  700.3540039
  964.0540771  694.1102295  723.1646729  719.3962402  702.4297485  678.8675537  694.6066895
  965.5709229  685.3371582  716.0048828  711.0990601  693.8364258  669.7041016  686.1325073
  974.5684204  663.7501221  693.3458252  691.3164673  672.4105225  647.6409302  664.9152832
  975.7079468  664.5189819  694.1187134  691.6945190  672.9996338  648.6534424  665.4440308
  977.3197632  641.5185547  669.7123413  667.0919189  648.7556152  627.1881104  641.5119629
  979.1323242  632.3477783  660.8017578  656.4015503  638.8374634  618.9848022  631.8679810
  981.2872925  622.9674072  652.1994629  645.7458496  629.0185547  610.2128296  622.2092285
  983.2426758  613.5003662  643.4163818  635.7373657  619.4276733  600.9240112  612.7957764
  985.1014404  601.0837402  630.9891357  623.1818237  607.0119629  588.5405273  600.6083984
  987.2912598  591.0753784  620.5504150  613.3218384  597.0119629  578.5237427  590.9475098
  989.2807617  574.2664185  602.5395508  596.2514038  580.0082397  562.0350342  574.6545410
  991.2110596  560.5574951  588.1649780  582.1790161  566.0070190  548.7100220  560.8779297
  993.3047485  543.5864258  570.8073730  564.5396118  548.6868896  532.2207031  543.8533936
  995.2835083  531.1791382  558.7435303  551.5786133  536.0659790  520.0971069  531.2976074
  997.2521973  513.4523926  540.9487305  533.2054443  518.1469116  502.6900024  513.5814819
  999.2678223  497.1864014  524.3851929  516.4153442  501.8378601  486.6071167  497.4414978
 1001.1713257  479.6540527  506.1020508  498.5387268  484.2291565  469.2788391  480.6255493
 1003.1488647  463.6685486  489.4220886  482.3709717  468.1567078  453.4637756  464.5849915
 1005.1791382  443.8566284  468.6392212  462.2259521  448.2210083  433.9112244  445.1965942
 1007.1567993  424.9725952  449.0646667  442.9894104  429.1561584  415.3164368  426.5577698
 1009.0764160  404.2953491  427.6029358  421.6210938  408.2642517  395.0445251  405.9072571
 1011.1033936  384.4011841  407.0286255  401.0104675  388.1103821  375.5910034  385.9397278
 1013.0139160  364.8647156  386.7591553  380.6220398  368.4125061  356.4487305  366.7612915
 1015.0055542  345.8851624  366.7813110  360.8016663  349.2784729  337.8753357  347.9336243
 1017.9459229  317.7015381  337.1714172  331.5975037  320.9082642  310.2011108  320.1821594
 1020.9057007  289.1974487  307.3836060  302.2753601  292.2271423  282.1392822  292.2798767
 1022.9609985  270.2221680  287.5090332  282.7668762  273.1230164  263.4689636  273.4616699
 1025.0623779  250.2631531  266.6220703  262.0533752  252.9985657  243.8995361  253.5284119
 1027.0526123  233.2780304  248.8064270  244.3745880  235.9144287  227.2262421  236.6752930
 1029.0391846  218.0633392  232.7379150  228.4595795  220.5765533  212.3473511  221.6374969
 1031.0759277  199.6081543  213.3319092  209.1880341  201.9412689  194.3105316  203.5548096
 1033.1177979  182.0088806  194.9469910  190.9008942  184.1873779  177.0651093  185.9432983
 1035.0626221  163.0640259  175.3262939  171.3943939  165.0438995  158.4729919  167.0984039
 1038.0312500  136.0110931  146.2264404  143.3073578  137.9082642  131.8935394  140.1901550
 1041.0682373  122.9616241  132.1751862  129.9437561  125.0783615  118.8113861  127.5380859
 1043.0606689  116.0183411  124.7271194  122.8719406  118.2768250  111.8184433  120.9722748
 1046.0465088  106.0172653  113.7971725  112.5741196  108.7242203  101.5818710  111.4786224
 1048.9837646   95.7525024  102.6930466  101.8602371   98.9792557   91.0504456  102.0511169
 1050.9436035   89.8923111   96.2992020   95.6343384   93.4350891   85.0516586   96.7697296
 1052.5076904   81.9490051   87.4720383   87.1466980   85.9284973   76.9375458   89.0014648
 1053.3515625   77.1075439   81.8687286   82.4709167   81.9328690   71.4037476   84.3270798
 1072.4807129    8.6952715    9.9113646   14.1378927   11.1511250    5.2486477   11.3782625
 1073.2359619    0.6669710    0.7871271    1.1313194    0.8568059    0.3826572    0.8388448
 1075.0384521    0.0305738    0.0000000    0.0305738    0.0000000    0.0000000    0.0000000
 1079.1311035    0.0617453    0.0000000    0.0356235    0.0878671    0.0000000    0.0000000
 1081.1621094    0.9284841    0.9605418    0.9413815    0.9480197    0.9064645    0.8960437
 1083.9608154    1.8428837    1.9258122    1.8696542    1.8712271    1.8061830    1.8295753
 1092.0035400    4.3722854    4.4626703    4.4180775    4.3948622    4.3353872    4.4776387
