  334.6742249    9.1643686   10.5663614    9.0099478    9.7724457    8.5780458    8.5423899
  335.9659424   10.5065250   11.7442780   10.2190905   11.1261387    9.9546633    9.5915594
  338.4869690   14.7591705   15.5634537   14.1209335   15.4934578   14.2271547   13.5843048
  340.8381958   17.6029682   18.0913296   16.7658291   18.4878330   17.0155792   16.5078278
  342.4830627   20.9325809   21.2581272   19.9523811   21.9410515   20.2874031   19.6705112
  344.4788818   24.4887981   24.4929886   23.2355137   25.6143436   23.8343773   23.0976334
  346.5464783   28.9462719   28.2734737   27.4831238   30.1975975   28.2882862   27.1795006
  348.4843445   33.6818466   32.4900436   32.0454903   35.2165451   32.8663750   31.6955051
  350.5726624   39.1186333   37.3169022   37.2734680   40.8677254   38.2194023   37.1827736
  352.5950623   45.1364975   42.7828064   43.0196190   47.1095810   44.1555901   43.0518036
  354.4840698   51.7059631   48.6981812   49.3697205   53.8298111   50.7008781   49.2158813
  356.4504700   61.6810722   57.9500542   59.0788116   64.1218948   60.5280342   58.8778458
  358.4101868   68.8567657   64.2935333   66.2982330   71.6244583   67.4831772   65.8683395
  360.3633118   79.5436935   74.2567596   76.8146286   82.7024384   77.9372635   76.2027817
  362.4038696   92.5935516   86.5291595   89.4034729   96.0149460   90.9351273   88.5917511
  364.5570984  107.2773514  100.1928711  104.0382309  111.0650101  105.4017105  102.8009338
  366.4766541  123.2242355  115.9915390  120.2835693  127.6367188  120.7631378  118.4398193
  368.4909668  137.9411774  130.6990509  135.3716583  142.9064026  134.9273376  132.7706299
  370.4906616  150.5228882  143.4678650  148.2364349  155.8797760  147.0975647  145.1642456
  372.5159912  166.0389404  159.1893005  163.9722900  171.9782562  162.0547485  160.6752014
  374.5194397  182.5699005  176.8962250  181.1969147  188.7952576  178.0891418  176.6036682
  376.6655273  197.2253723  192.8906250  196.6782227  203.8540649  192.1053467  190.9328918
  378.5258179  211.7964478  209.1317139  212.0876007  218.7453003  206.0780640  205.2505493
  380.4792480  223.4550476  222.3706970  224.5952911  230.8460236  217.0402374  217.1575928
  382.5195312  234.6238708  235.8554382  236.9623566  242.5536194  227.2910919  228.4211426
  384.4156189  243.2691345  245.5421295  246.0084381  251.2462463  235.7203522  236.8466949
  386.3594055  256.5418091  260.3526306  259.6278381  264.5074158  248.8008270  249.9391937
  388.4102173  270.0078430  276.0122070  273.7058411  277.9703064  261.9533691  263.9995117
  390.4819336  283.2699280  291.2464600  287.8333740  291.4887085  274.6408691  277.5316162
  392.3894958  293.3694458  302.9769287  298.5155945  302.0191040  284.1124268  288.3981323
  394.3839417  303.8250427  313.1464539  308.5409241  314.1811523  293.2526245  300.9913940
  396.4215088  312.5271912  321.0111694  318.5226746  329.2364197  296.3628235  314.5962524
  398.3863525  254.6751404  269.3969116  273.6282654  279.5642395  228.0759277  258.6879578
  399.6988525   12.5603390   13.9975224   14.3504057   14.0834723   10.7422237   12.6468563
  402.3686218   17.0427933   18.4939079   19.3171387   18.9749813   14.7647390   16.9603615
  404.5156555    3.2873702    3.5195136    3.7119350    3.6655817    2.8503802    3.2368095
  406.4808350    0.9461613    0.9577482    1.0575068    1.0352018    0.8439803    0.9110016
  408.4608459    0.4090239    0.3728181    0.4147165    0.4357449    0.3879945    0.3959584
  410.4871521    0.2602472    0.2032770    0.2388034    0.2677468    0.2634379    0.2764443
  412.4971619    0.2060217    0.1685468    0.1757532    0.2096310    0.2131106    0.2340197
