  669.7604370    0.4116011    0.2390703    0.3529481    0.4044297    0.4449803    0.4669000
  671.8748169    0.5794291    0.3939796    0.5154059    0.5567575    0.6281538    0.5985519
  673.8595581    0.4015388    0.3376160    0.5340900    0.6202984    0.1909122    0.2815571
  676.0808716    0.6629237    0.3846583    0.5535231    0.6060114    0.7584748    0.6296929
  677.8123169    0.9648495    0.6292822    0.8204187    0.8755802    1.1004188    0.9055762
  679.9210205    1.1870271    0.7942672    1.0086095    1.0554554    1.3707445    1.1114148
  681.9297485    1.4131519    0.9873945    1.1967027    1.2459164    1.6384765    1.2700161
  684.0103760    1.7109033    1.2633431    1.4440712    1.4995663    1.9869759    1.5393265
  685.9635010    2.1003611    1.6654022    1.8238859    1.8525114    2.4085004    1.9383245
  687.9603271    2.7251990    2.3097103    2.4716241    2.4586103    3.0422235    2.5237036
  690.0357056    3.6109960    3.2554593    3.4498055    3.3598428    3.8885639    3.4321246
  691.9686890    4.7920952    4.7795315    4.9240708    4.6245403    4.9032989    4.7155366
  693.9695435    6.6680160    8.0631313    7.6593437    6.7662020    6.2425585    6.9468026
  695.9966431   10.5220089   16.9464417   14.3243685   11.4232388    8.3636036   11.7411547
  697.9913330   20.0264111   42.2997856   32.5530853   23.0513668   12.7815647   23.8345127
  700.0476074   42.3887596  106.8101654   77.6928558   49.8793564   22.7136669   51.7397995
  701.9607544   89.3013229  234.5863647  171.0229950  104.9198074   45.5092354  111.8037415
  703.9635620  167.5548096  414.0179443  312.4442749  195.7803650   90.3348465  206.9307861
  706.0202637  278.5639343  605.7375488  483.8590393  323.5566711  166.6633301  335.6351318
  707.9400024  406.9818115  736.0189209  635.8534546  467.2305908  276.5246582  475.2548828
  709.9009399  533.2310181  785.2982178  732.4990234  597.8093262  412.1260986  598.4633789
  711.9219360  637.2277222  795.9401855  774.8595581  691.1851196  546.9022827  687.3129883
  713.8202515  708.7126465  801.6091919  790.1420898  743.8681641  652.6259766  741.6319580
  715.9193726  751.3829346  814.0993042  802.6463013  770.4855347  718.2965088  771.0880127
  717.7469482  766.4872437  821.2111816  809.3649902  778.2952271  742.1500244  779.8234253
  719.7810669  770.7470703  824.4178467  815.1089478  782.4473267  746.2344360  782.9824829
  721.7974854  773.0755615  824.4235229  818.3532104  786.6573486  746.9434814  785.6090088
  723.7740479  773.9301147  821.7911377  816.1737671  787.7522583  748.5826416  785.8284912
  725.7005005  780.8997803  826.5155029  819.0793457  792.8432007  758.2686768  791.6535645
  727.7916260  788.7123413  832.0067139  824.4435425  798.5334473  768.6289062  798.2982178
