  809.5335693    9.6106815    9.9156275    9.9156275    9.6322927    9.5524807
  811.4849243   11.8014870   11.6519499   11.6519499   11.6480665   12.0068703
  817.3253174    9.2669315    9.1044960    9.1044960    9.2471828    9.3142853
  819.3645020    2.8287804    2.5379553    2.5379553    2.5935435    3.1530232
  821.3416138    2.7305312    2.7700269    2.7700269    2.8149326    2.6398308
  823.1478882    5.4364705    5.6501517    5.6501517    5.4789333    5.3207216
  825.0552368   11.8655424   12.0552282   12.0552282   11.7538548   11.9499664
  827.2185669   15.1328611   15.6304941   15.6304941   14.9243193   15.2331076
  829.3932495   13.2034826   13.8925552   13.8925552   12.9682550   13.2553234
  831.1719360   28.2317696   28.7880993   28.7880993   27.9485168   28.3315697
  833.3982544   32.0028648   32.2925224   32.2925224   31.6312237   32.2684059
  835.2341919   13.6195230   13.3735247   13.3735247   12.7879791   14.4075098
  837.3835449   22.3188210   21.7666225   21.7666225   21.4071579   23.2805309
  839.2555542   16.2006931   13.8344765   13.8344765   14.7311077   18.1526470
  841.3749390   28.1009922   21.7481441   21.7481441   25.1397114   32.5258331
  843.3776245   49.2269135   30.6891270   30.6891270   42.7675858   60.4635811
  845.3693848  137.5504761   90.7249222   90.7249222  125.7823181  162.1535797
  847.4458618  272.3138123  183.1752167  183.1752167  260.4851685  310.6906433
  849.4323730  476.3803711  373.7684021  373.7684021  474.8325806  511.2236938
  851.4040527  665.8809204  605.4161987  605.4161987  674.5372314  679.6104736
  853.4084473  759.1716919  751.7814941  751.7814941  773.1716919  751.2845459
  855.3748169  799.2020264  828.1177368  828.1177368  815.9540405  777.1184692
  857.3898926  799.9439087  845.1576538  845.1576538  814.8090210  773.7923584
  859.2994385  791.3569946  835.3936157  835.3936157  804.2086792  767.0372314
  861.3308105  790.7155762  826.7097778  826.7097778  803.2008667  769.3059082
  863.3358765  810.3294067  842.4853516  842.4853516  823.8563843  789.3812866
  865.2870483  811.1035156  843.1357422  843.1357422  824.3982544  790.4613037
  867.2343140  831.9530029  866.5803223  866.5803223  844.7646484  810.8417358
  869.2732544  812.3236084  847.0422363  847.0422363  824.1181030  791.9325562
  871.1951904  822.6253052  857.6124878  857.6124878  834.3400879  802.1487427
  873.2889404  829.8538208  865.1597290  865.1597290  842.2236328  808.6892090
  875.2758789  805.3057861  839.0966187  839.0966187  817.7176514  784.6086426
  877.2285156  811.9998169  845.9501343  845.9501343  824.5197144  791.2170410
  879.2910156  826.2816772  859.8717651  859.8717651  838.7747192  805.6741333
  881.1951294  828.2467651  860.7473145  860.7473145  839.9253540  808.6751099
  883.2265015  828.9812012  859.9208374  859.9208374  839.9807129  810.4837036
  885.2524414  824.1944580  854.2148438  854.2148438  834.7678223  806.3734741
  887.3223267  829.6690674  859.6107788  859.6107788  840.4597778  811.6872559
  889.9697876  826.2662354  857.5021973  857.5021973  837.5392456  807.4559937
  893.9505615  831.9542236  865.3399048  865.3399048  843.8295898  811.9191895
  895.4060669  814.6369629  847.4801636  847.4801636  826.2147827  794.9671021
  897.5917969  825.3228760  858.2698364  858.2698364  836.9546509  805.5706177
  899.6035156  833.4995728  865.1909180  865.1909180  845.0764160  814.2424316
  901.4478760  815.6608276  846.2122192  846.2122192  826.9051514  797.0223389
  903.4550781  831.5697021  862.1561890  862.1561890  842.8770752  812.9281616
  905.4863892  820.2891235  850.4583130  850.4583130  831.2937622  802.0399170
  907.4555054  832.5891113  863.7128906  863.7128906  843.6136475  814.0289917
  909.3510742  820.9906616  851.6898804  851.6898804  831.6193848  802.8373413
  911.2710571  818.0090332  848.2595825  848.2595825  828.4525146  800.1096191
  913.3143921  817.4995728  847.0478516  847.0478516  827.8265991  799.8802490
  915.2108765  820.8074951  849.1539917  849.1539917  831.0250854  803.6672363
  917.2006836  823.8411865  851.6032715  851.6032715  833.8804321  807.0894165
  919.2554321  825.7910767  852.5709839  852.5709839  835.5521240  809.6625366
  921.1646729  825.6572266  851.5651855  851.5651855  834.9174194  810.3258057
  923.0756836  827.7200317  852.7207031  852.7207031  836.6476440  812.9735718
  925.0957031  820.5666504  845.5817261  845.5817261  829.3827515  805.8778687
  927.1021729  801.0496216  826.1141968  826.1141968  809.7900391  786.3297119
  929.0780029  791.9071045  817.7348022  817.7348022  800.9365234  776.6242676
  931.1034546  779.7599487  806.4815063  806.4815063  789.2516479  763.6950073
  933.1405029  762.9324951  789.9426270  789.9426270  772.7695923  746.4348755
  935.1020508  750.7197876  777.4890747  777.4890747  760.5708618  734.2617188
  937.0878296  728.1227417  753.2826538  753.2826538  737.6243896  712.4747314
  939.2090454  719.6734009  743.5790405  743.5790405  728.7420654  704.8345337
  941.2601929  695.1487427  717.4767456  717.4767456  703.5797119  681.3492432
