  943.2675171  678.3854370  699.9439087  699.9439087  686.2582397  665.2447510
  945.2807007  682.3515015  705.0599976  705.0599976  690.2721558  668.8006592
  947.3066406  680.5939331  704.1994629  704.1994629  688.4227905  666.7958374
  949.3336182  683.8146973  708.1394043  708.1394043  691.7187500  669.7026978
  951.2403564  685.3882446  709.2836914  709.2836914  693.1900635  671.5175781
  953.2661133  688.6219482  710.9575195  710.9575195  696.1071167  675.5706177
  955.2872314  692.0481567  711.9198608  711.9198608  698.9366455  680.3466187
  957.1852417  694.9287109  712.2553101  712.2553101  701.0686035  684.6757812
  959.1383667  696.5054932  712.0529785  712.0529785  702.0771484  687.2502441
  961.1484985  696.9464111  711.9161987  711.9161987  702.1981812  688.0021973
  963.9630737  688.4329834  705.3096313  705.3096313  694.1125488  678.3538818
  965.6395264  683.5221558  703.1291504  703.1291504  690.2921753  671.5609741
  975.2811279  672.5326538  691.8746948  691.8746948  679.5004883  660.5714111
  978.0428467  653.0999146  675.2829590  675.2829590  660.4690552  640.0340576
  981.0758057  631.8085327  656.7941284  656.7941284  640.3305054  616.9120483
  983.1383057  616.2354126  642.0870972  642.0870972  625.3658447  600.6628418
  985.0313110  609.7835693  636.8474731  636.8474731  619.4714966  593.5428467
  987.1814575  592.0501709  622.3870850  622.3870850  602.3355103  574.5494385
  989.1255493  571.4955444  610.7610474  610.7610474  583.2383423  550.4232788
  991.0545654  561.6680908  619.4680176  619.4680176  577.6281128  532.1879883
  993.2030640  543.5993652  629.1325684  629.1325684  567.6297607  500.2976990
  995.1309814  493.1470642  596.4570312  596.4570312  521.6605835  442.4430542
  997.0836792  394.3290405  485.0299377  485.0299377  409.9960022  359.4858398
  999.1561279  254.2474670  302.6194458  302.6194458  244.5787659  252.5114441
 1001.0228882  139.2651215  158.3613434  158.3613434  121.2873383  151.2754974
 1003.0389404   64.8682098   73.4263916   73.4263916   54.9584846   71.7498245
 1006.0125732   15.5994959   18.3543186   18.3543186   13.3073959   17.0072441
 1008.9627075    3.0211420    3.9319909    3.9319909    2.8132105    2.9970613
 1010.8442993    0.4959269    0.7442252    0.7442252    0.5004619    0.4274072
 1012.8460083    1.9235840    2.2521546    2.2521546    1.9601444    1.8212810
 1016.8458862    0.1250156    0.2450749    0.2450749    0.1016767    0.0218764
 1022.7963867    0.7390110    0.7831931    0.7831931    0.8018250    0.6772453
 1024.9395752    1.5918893    1.8694267    1.8694267    1.6653233    1.4609996
 1026.8498535    5.3828187    5.6134000    5.6134000    5.4921265    5.2329612
